Morphology_R,Morphology_H,Production_H,Production_R,UR,SR,simplify_delete_obstruent,simplify_delete_lateral,nasalize,lateralize,tensify,Type,notes,n,...1,Trial_Nr,Trial_Id,Exp_Subject_Id,OptionChosen,TargetWord,knowledge,StemType,Frequency,AffixInitialSegment,Stem_romanization,Affix_romanization,Word_romanization,Tensification,Nasalization,L_deletion,C_deletion,Lateralization,JunctureType
,,,maNna,k-n,,,,,,,,,,762.0,165.0,119.0,563118.0,option_1,막나,5.0,C,high,Sonorant,mak,na,makna,,1.0,,,,C+Sonorant
,,,makda,k-t,,,,,,,,,,763.0,60.0,4.0,563118.0,option_2,막다,5.0,C,high,Obstruent,mak,ta,makta,1.0,,,,,C+Obstruent
,,,malda,lk-t,,,,,,,,,,764.0,141.0,158.0,563118.0,option_3,맑다,5.0,lC,high,Obstruent,malk,ta,malkta,1.0,,0.0,1.0,,lC+Obstruent
,,,malka,lk-a,,,,,,,,,,765.0,49.0,79.0,563118.0,option_1,맑아,5.0,lC,high,Vowel,malk,a,malka,0.0,,0.0,0.0,,lC+Vowel
,,,maNna,lk-n,,,,,,,,,,766.0,158.0,48.0,563118.0,option_1,맑나,5.0,lC,high,Sonorant,malk,na,malkna,,1.0,1.0,0.0,0.0,lC+Sonorant
,,,mvlkna,lk-n,,,,,,,,,,767.0,9.0,28.0,563118.0,option_2,멁나,1.0,lC,nonce,Sonorant,mvlk,na,mvlkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,mvlkv,lk-v,,,,,,,,,,768.0,115.0,85.0,563118.0,option_1,멁어,1.0,lC,nonce,Vowel,mvlk,v,mvlkv,0.0,,0.0,0.0,,lC+Vowel
,,,mvlkda,lk-t,,,,,,,,,,769.0,63.0,63.0,563118.0,option_2,멁다,1.0,lC,nonce,Obstruent,mvlk,ta,mvlkta,1.0,,0.0,0.0,,lC+Obstruent
,,,mukda,k-t,,,,,,,,,,770.0,27.0,21.0,563118.0,option_2,묵다,5.0,C,low,Obstruent,muk,ta,mukta,1.0,,,,,C+Obstruent
,,,muNna,k-n,,,,,,,,,,771.0,16.0,106.0,563118.0,option_1,묵나,5.0,C,low,Sonorant,muk,na,mukna,,1.0,,,,C+Sonorant
,,,mukv,k-v,,,,,,,,,,772.0,163.0,65.0,563118.0,option_1,묵어,5.0,C,low,Vowel,muk,v,mukv,0.0,,,,,C+Vowel
,,,mukda,lk-t,,,,,,,,,,773.0,123.0,156.0,563118.0,option_4,묽다,5.0,lC,low,Obstruent,mulk,ta,mulkta,1.0,,1.0,0.0,,lC+Obstruent
,,,mulkv,lk-v,,,,,,,,,,774.0,147.0,81.0,563118.0,option_1,묽어,5.0,lC,low,Vowel,mulk,v,mulkv,0.0,,0.0,0.0,,lC+Vowel
,,,mulkna,lk-n,,,,,,,,,,775.0,18.0,86.0,563118.0,option_2,묽나,5.0,lC,low,Sonorant,mulk,na,mulkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,paNna,k-n,,,,,,,,,,776.0,22.0,60.0,563118.0,option_1,박나,5.0,C,high,Sonorant,pak,na,pakna,,1.0,,,,C+Sonorant
,,,paka,k-a,,,,,,,,,,777.0,77.0,58.0,563118.0,option_1,박아,5.0,C,high,Vowel,pak,a,paka,0.0,,,,,C+Vowel
,,,pakda,k-t,,,,,,,,,,778.0,83.0,107.0,563118.0,option_2,박다,5.0,C,high,Obstruent,pak,ta,pakta,1.0,,,,,C+Obstruent
,,,palka,lk-a,,,,,,,,,,779.0,169.0,14.0,563118.0,option_1,밝아,5.0,lC,high,Vowel,palk,a,palka,0.0,,0.0,0.0,,lC+Vowel
,,,palkna,lk-n,,,,,,,,,,780.0,151.0,122.0,563118.0,option_2,밝나,5.0,lC,high,Sonorant,palk,na,palkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,pakda,lk-t,,,,,,,,,,781.0,142.0,135.0,563118.0,option_4,밝다,5.0,lC,high,Obstruent,palk,ta,palkta,1.0,,1.0,0.0,,lC+Obstruent
,,,palpa,lp-a,,,,,,,,,,782.0,82.0,105.0,563118.0,option_1,밟아,5.0,lC,high,Vowel,palp,a,palpa,0.0,,0.0,0.0,,lC+Vowel
,,,palda,lp-t,,,,,,,,,,783.0,135.0,172.0,563118.0,option_3,밟다,5.0,lC,high,Obstruent,palp,ta,palpta,1.0,,0.0,1.0,,lC+Obstruent
,,,palna,lp-n,,,,,,,,,,784.0,29.0,8.0,563118.0,option_4,밟나,5.0,lC,high,Sonorant,palp,na,palpna,,0.0,0.0,1.0,0.0,lC+Sonorant
,,,penna,T-n,,,,,,,,,,785.0,81.0,174.0,563118.0,option_1,뱉나,5.0,C,low,Sonorant,peT,na,peTna,,1.0,,,,C+Sonorant
,,,petda,T-t,,,,,,,,,,786.0,67.0,101.0,563118.0,option_2,뱉다,5.0,C,low,Obstruent,peT,ta,peTta,1.0,,,,,C+Obstruent
,,,peTv,T-v,,,,,,,,,,787.0,178.0,11.0,563118.0,option_1,뱉어,5.0,C,low,Vowel,peT,v,peTv,0.0,,,,,C+Vowel
,,,pvmna,p-n,,,,,,,,,,788.0,175.0,163.0,563118.0,option_1,법나,1.0,C,nonce,Sonorant,kvp,na,kvpna,,1.0,,,,C+Sonorant
,,,pvpda,p-t,,,,,,,,,,789.0,148.0,116.0,563118.0,option_2,법다,1.0,C,nonce,Obstruent,kvp,ta,kvpta,1.0,,,,,C+Obstruent
,,,pvpv,p-v,,,,,,,,,,790.0,45.0,39.0,563118.0,option_1,법어,1.0,C,nonce,Vowel,kvp,v,kvpv,0.0,,,,,C+Vowel
,,,pulda,lk-t,,,,,,,,,,791.0,170.0,15.0,563118.0,option_3,붉다,5.0,lC,high,Obstruent,pulk,ta,pulkta,1.0,,0.0,1.0,,lC+Obstruent
,,,pulkv,lk-v,,,,,,,,,,792.0,37.0,155.0,563118.0,option_1,붉어,5.0,lC,high,Vowel,pulk,v,pulkv,0.0,,0.0,0.0,,lC+Vowel
,,,pulkna,lk-n,,,,,,,,,,793.0,130.0,33.0,563118.0,option_2,붉나,5.0,lC,high,Sonorant,pulk,na,pulkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,pulTv,lT-v,,,,,,,,,,794.0,78.0,133.0,563118.0,option_1,붍어,1.0,lC,nonce,Vowel,pulT,v,pulTv,0.0,,0.0,0.0,,lC+Vowel
,,,putna,lT-n,,,,,,,,,,795.0,107.0,137.0,563118.0,option_3,붍나,1.0,lC,nonce,Sonorant,pulT,na,pulTna,,0.0,1.0,0.0,0.0,lC+Sonorant
,,,pulda,lT-t,,,,,,,,,,796.0,44.0,31.0,563118.0,option_3,붍다,1.0,lC,nonce,Obstruent,pulT,ta,pulTta,1.0,,0.0,1.0,,lC+Obstruent
,,,bopda,p-t,,,,,,,,,,797.0,159.0,69.0,563118.0,option_2,뽑다,5.0,C,high,Obstruent,p*op,ta,p*opta,1.0,,,,,C+Obstruent
,,,bopa,p-a,,,,,,,,,,798.0,52.0,149.0,563118.0,option_1,뽑아,5.0,C,high,Vowel,p*op,a,p*opa,0.0,,,,,C+Vowel
,,,bomna,p-n,,,,,,,,,,799.0,138.0,125.0,563118.0,option_1,뽑나,5.0,C,high,Sonorant,p*op,na,p*opna,,1.0,,,,C+Sonorant
,,,soNna,k-n,,,,,,,,,,800.0,12.0,26.0,563118.0,option_1,속나,5.0,C,low,Sonorant,sok,na,sokna,,1.0,,,,C+Sonorant
,,,soka,k-a,,,,,,,,,,801.0,41.0,164.0,563118.0,option_1,속아,5.0,C,low,Vowel,sok,a,soka,0.0,,,,,C+Vowel
,,,sokda,k-t,,,,,,,,,,802.0,179.0,75.0,563118.0,option_2,속다,5.0,C,low,Obstruent,sok,ta,sokta,1.0,,,,,C+Obstruent
,,,sulkv,lk-v,,,,,,,,,,803.0,105.0,74.0,563118.0,option_1,숡어,1.0,lC,nonce,Vowel,sulk,v,sulkv,0.0,,0.0,0.0,,lC+Vowel
,,,sukna,lk-n,,,,,,,,,,804.0,119.0,1.0,563118.0,option_3,숡나,1.0,lC,nonce,Sonorant,sulk,na,sulkna,,0.0,1.0,0.0,0.0,lC+Sonorant
,,,sulda,lk-t,,,,,,,,,,805.0,59.0,118.0,563118.0,option_3,숡다,1.0,lC,nonce,Obstruent,sulk,ta,sulkta,1.0,,0.0,1.0,,lC+Obstruent
,,,sikda,k-t,,,,,,,,,,806.0,48.0,138.0,563118.0,option_2,식다,5.0,C,low,Obstruent,sik,ta,sikta,1.0,,,,,C+Obstruent
,,,siNna,k-n,,,,,,,,,,807.0,33.0,176.0,563118.0,option_1,식나,5.0,C,low,Sonorant,sik,na,sikna,,1.0,,,,C+Sonorant
,,,sikv,k-v,,,,,,,,,,808.0,2.0,3.0,563118.0,option_1,식어,5.0,C,low,Vowel,sik,v,sikv,0.0,,,,,C+Vowel
,,,SvNna,k-n,,,,,,,,,,809.0,75.0,151.0,563118.0,option_1,썩나,5.0,C,high,Sonorant,s*vk,na,s*vkna,,1.0,,,,C+Sonorant
,,,Svkda,k-t,,,,,,,,,,810.0,92.0,94.0,563118.0,option_2,썩다,5.0,C,high,Obstruent,s*vk,ta,s*vkta,1.0,,,,,C+Obstruent
,,,Svkv,k-v,,,,,,,,,,811.0,167.0,145.0,563118.0,option_1,썩어,5.0,C,high,Vowel,s*vk,v,s*vkv,0.0,,,,,C+Vowel
,,,Simna,p-n,,,,,,,,,,812.0,17.0,128.0,563118.0,option_1,씹나,5.0,C,high,Sonorant,s*ip,na,s*ipna,,1.0,,,,C+Sonorant
,,,Sipda,p-t,,,,,,,,,,813.0,65.0,27.0,563118.0,option_2,씹다,5.0,C,high,Obstruent,s*ip,ta,s*ipta,1.0,,,,,C+Obstruent
,,,Sipv,p-v,,,,,,,,,,814.0,111.0,110.0,563118.0,option_1,씹어,5.0,C,high,Vowel,s*ip,v,s*ipv,0.0,,,,,C+Vowel
,,,alka,lk-a,,,,,,,,,,815.0,143.0,70.0,563118.0,option_1,앍아,1.0,lC,nonce,Vowel,alk,a,alka,0.0,,0.0,0.0,,lC+Vowel
,,,alkda,lk-t,,,,,,,,,,816.0,133.0,139.0,563118.0,option_2,앍다,1.0,lC,nonce,Obstruent,alk,ta,alkta,1.0,,0.0,0.0,,lC+Obstruent
,,,alkna,lk-n,,,,,,,,,,817.0,134.0,82.0,563118.0,option_2,앍나,1.0,lC,nonce,Sonorant,alk,na,alkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,yalpda,lp-t,,,,,,,,,,818.0,168.0,30.0,563118.0,option_2,얇다,5.0,lC,low,Obstruent,yalp,ta,yalpta,1.0,,0.0,0.0,,lC+Obstruent
,,,yalmna,lp-n,,,,,,,,,,819.0,109.0,157.0,563118.0,option_6,얇나,5.0,lC,low,Sonorant,yalp,na,yalpna,,1.0,0.0,0.0,0.0,lC+Sonorant
,,,yalpa,lp-a,,,,,,,,,,820.0,46.0,104.0,563118.0,option_1,얇아,5.0,lC,low,Vowel,yalp,a,yalpa,0.0,,0.0,0.0,,lC+Vowel
,,,yatda,T-t,,,,,,,,,,821.0,13.0,177.0,563118.0,option_2,얕다,5.0,C,low,Obstruent,yaT,ta,yaTta,1.0,,,,,C+Obstruent
,,,yaTa,T-a,,,,,,,,,,822.0,89.0,152.0,563118.0,option_1,얕아,5.0,C,low,Vowel,yaT,a,yaTa,0.0,,,,,C+Vowel
,,,yanna,T-n,,,,,,,,,,823.0,173.0,117.0,563118.0,option_1,얕나,5.0,C,low,Sonorant,yaT,na,yaTna,,1.0,,,,C+Sonorant
,,,vlkv,lk-v,,,,,,,,,,824.0,177.0,67.0,563118.0,option_1,얽어,1.0,lC,low,Vowel,vlk,v,vlkv,0.0,,0.0,0.0,,lC+Vowel
,,,vlkda,lk-t,,,,,,,,,,825.0,174.0,45.0,563118.0,option_2,얽다,1.0,lC,low,Obstruent,vlk,ta,vlkta,1.0,,0.0,0.0,,lC+Obstruent
,,,vNna,lk-n,,,,,,,,,,826.0,155.0,179.0,563118.0,option_1,얽나,1.0,lC,low,Sonorant,vlk,na,vlkna,,1.0,1.0,0.0,0.0,lC+Sonorant
,,,vmna,p-n,,,,,,,,,,827.0,103.0,165.0,563118.0,option_1,업나,5.0,C,low,Sonorant,vp,na,vpna,,1.0,,,,C+Sonorant
,,,vpv,p-v,,,,,,,,,,828.0,108.0,13.0,563118.0,option_1,업어,5.0,C,low,Vowel,vp,v,vpv,0.0,,,,,C+Vowel
,,,vpda,p-t,,,,,,,,,,829.0,152.0,134.0,563118.0,option_2,업다,5.0,C,low,Obstruent,vp,ta,vpta,1.0,,,,,C+Obstruent
,,,vpda,P-t,,,,,,,,,,830.0,172.0,144.0,563118.0,option_2,엎다,5.0,C,low,Obstruent,vP,ta,vPta,1.0,,,,,C+Obstruent
,,,vmna,P-n,,,,,,,,,,831.0,140.0,100.0,563118.0,option_1,엎나,5.0,C,low,Sonorant,vP,na,vPna,,1.0,,,,C+Sonorant
,,,vPv,P-v,,,,,,,,,,832.0,127.0,47.0,563118.0,option_1,엎어,5.0,C,low,Vowel,vP,v,vPv,0.0,,,,,C+Vowel
,,,jvlpta,lp-t,,,,,,,,,,833.0,80.0,5.0,563118.0,option_1,엷다,1.0,lC,low,Obstruent,yvlp,ta,yvlpta,0.0,,0.0,0.0,,lC+Obstruent
,,,jvlmna,lp-n,,,,,,,,,,834.0,55.0,108.0,563118.0,option_6,엷나,1.0,lC,low,Sonorant,yvlp,na,yvlpna,,1.0,0.0,0.0,0.0,lC+Sonorant
,,,jvlpv,lp-v,,,,,,,,,,835.0,153.0,166.0,563118.0,option_1,엷어,1.0,lC,low,Vowel,yvlp,v,yvlpv,0.0,,0.0,0.0,,lC+Vowel
,,,jvTv,T-v,,,,,,,,,,836.0,112.0,90.0,563118.0,option_1,옅어,4.0,C,low,Vowel,yvT,v,yvTv,0.0,,,,,C+Vowel
,,,jvtda,T-t,,,,,,,,,,837.0,94.0,148.0,563118.0,option_2,옅다,4.0,C,low,Obstruent,yvT,ta,yvTta,1.0,,,,,C+Obstruent
,,,jvnna,T-n,,,,,,,,,,838.0,86.0,57.0,563118.0,option_1,옅나,4.0,C,low,Sonorant,yvT,na,yvTna,,1.0,,,,C+Sonorant
,,,umna,p-n,,,,,,,,,,839.0,26.0,41.0,563118.0,option_1,웁나,1.0,C,nonce,Sonorant,up,na,upna,,1.0,,,,C+Sonorant
,,,upv,p-v,,,,,,,,,,840.0,97.0,87.0,563118.0,option_1,웁어,1.0,C,nonce,Vowel,up,v,upv,0.0,,,,,C+Vowel
,,,upda,p-t,,,,,,,,,,841.0,126.0,77.0,563118.0,option_2,웁다,1.0,C,nonce,Obstruent,up,ta,upta,1.0,,,,,C+Obstruent
,,,xlPv,lP-v,,,,,,,,,,842.0,1.0,168.0,563118.0,option_1,읊어,5.0,lC,low,Vowel,xlP,v,xlPv,0.0,,0.0,0.0,,lC+Vowel
,,,xlmna,lP-n,,,,,,,,,,843.0,122.0,140.0,563118.0,option_6,읊나,5.0,lC,low,Sonorant,xlP,na,xlPna,,1.0,0.0,0.0,0.0,lC+Sonorant
,,,xlPda,lP-t,,,,,,,,,,844.0,43.0,150.0,563118.0,option_2,읊다,5.0,lC,low,Obstruent,xlP,ta,xlPta,1.0,,0.0,0.0,,lC+Obstruent
,,,iNna,k-n,,,,,,,,,,845.0,98.0,55.0,563118.0,option_1,익나,5.0,C,low,Sonorant,ik,na,ikna,,1.0,,,,C+Sonorant
,,,ikda,k-t,,,,,,,,,,846.0,120.0,127.0,563118.0,option_2,익다,5.0,C,low,Obstruent,ik,ta,ikta,1.0,,,,,C+Obstruent
,,,ikv,k-v,,,,,,,,,,847.0,110.0,124.0,563118.0,option_1,익어,5.0,C,low,Vowel,ik,v,ikv,0.0,,,,,C+Vowel
,,,iNna,lk-n,,,,,,,,,,848.0,32.0,34.0,563118.0,option_1,읽나,5.0,lC,high,Sonorant,ilk,na,ilkna,,1.0,1.0,0.0,0.0,lC+Sonorant
,,,ilda,lk-t,,,,,,,,,,849.0,8.0,88.0,563118.0,option_3,읽다,5.0,lC,high,Obstruent,ilk,ta,ilkta,1.0,,0.0,1.0,,lC+Obstruent
,,,ilkv,lk-v,,,,,,,,,,850.0,176.0,52.0,563118.0,option_1,읽어,5.0,lC,high,Vowel,ilk,v,ilkv,0.0,,0.0,0.0,,lC+Vowel
,,,imna,p-n,,,,,,,,,,851.0,121.0,10.0,563118.0,option_1,입나,5.0,C,high,Sonorant,ip,na,ipna,,1.0,,,,C+Sonorant
,,,ipv,p-v,,,,,,,,,,852.0,101.0,6.0,563118.0,option_1,입어,5.0,C,high,Vowel,ip,v,ipv,0.0,,,,,C+Vowel
,,,ipda,p-t,,,,,,,,,,853.0,72.0,96.0,563118.0,option_2,입다,5.0,C,high,Obstruent,ip,ta,ipta,1.0,,,,,C+Obstruent
,,,cakda,k-t,,,,,,,,,,854.0,34.0,83.0,563118.0,option_2,작다,5.0,C,high,Obstruent,cak,ta,cakta,1.0,,,,,C+Obstruent
,,,caka,k-a,,,,,,,,,,855.0,50.0,113.0,563118.0,option_1,작아,5.0,C,high,Vowel,cak,a,caka,0.0,,,,,C+Vowel
,,,caNna,k-n,,,,,,,,,,856.0,157.0,111.0,563118.0,option_1,작나,5.0,C,high,Sonorant,cak,na,cakna,,1.0,,,,C+Sonorant
,,,cvkda,k-t,,,,,,,,,,857.0,62.0,25.0,563118.0,option_2,적다,5.0,C,high,Obstruent,cvk,ta,cvkta,1.0,,,,,C+Obstruent
,,,cvkv,k-v,,,,,,,,,,858.0,58.0,141.0,563118.0,option_1,적어,5.0,C,high,Vowel,cvk,v,cvkv,0.0,,,,,C+Vowel
,,,cvNna,k-n,,,,,,,,,,859.0,137.0,56.0,563118.0,option_1,적나,5.0,C,high,Sonorant,cvk,na,cvkna,,1.0,,,,C+Sonorant
,,,cvpda,p-t,,,,,,,,,,860.0,128.0,66.0,563118.0,option_2,접다,5.0,C,high,Obstruent,cvp,ta,cvpta,1.0,,,,,C+Obstruent
,,,cvpv,p-v,,,,,,,,,,861.0,95.0,24.0,563118.0,option_1,접어,5.0,C,high,Vowel,cvp,v,cvpv,0.0,,,,,C+Vowel
,,,cvmna,p-n,,,,,,,,,,862.0,106.0,53.0,563118.0,option_1,접나,5.0,C,high,Sonorant,cvp,na,cvpna,,1.0,,,,C+Sonorant
,,,cikda,k-t,,,,,,,,,,863.0,84.0,132.0,563118.0,option_2,직다,1.0,C,nonce,Obstruent,cik,ta,cikta,1.0,,,,,C+Obstruent
,,,cikv,k-v,,,,,,,,,,864.0,132.0,22.0,563118.0,option_1,직어,1.0,C,nonce,Vowel,cik,v,cikv,0.0,,,,,C+Vowel
,,,ciNna,k-n,,,,,,,,,,865.0,54.0,175.0,563118.0,option_1,직나,1.0,C,nonce,Sonorant,cik,na,cikna,,1.0,,,,C+Sonorant
,,,cilkna,lk-n,,,,,,,,,,866.0,23.0,109.0,563118.0,option_2,짉나,1.0,lC,nonce,Sonorant,cilk,na,cilkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,cilkv,lk-v,,,,,,,,,,867.0,36.0,130.0,563118.0,option_1,짉어,1.0,lC,nonce,Vowel,cilk,v,cilkv,0.0,,0.0,0.0,,lC+Vowel
,,,cilkda,lk-t,,,,,,,,,,868.0,74.0,173.0,563118.0,option_2,짉다,1.0,lC,nonce,Obstruent,cilk,ta,cilkta,1.0,,0.0,0.0,,lC+Obstruent
,,,cimna,p-n,,,,,,,,,,869.0,102.0,129.0,563118.0,option_1,집나,5.0,C,high,Sonorant,cip,na,cipna,,1.0,,,,C+Sonorant
,,,cipv,p-v,,,,,,,,,,870.0,114.0,92.0,563118.0,option_1,집어,5.0,C,high,Vowel,cip,v,cipv,0.0,,,,,C+Vowel
,,,cipda,p-t,,,,,,,,,,871.0,144.0,99.0,563118.0,option_2,집다,5.0,C,high,Obstruent,cip,ta,cipta,1.0,,,,,C+Obstruent
,,,Jalpa,lp-a,,,,,,,,,,872.0,38.0,102.0,563118.0,option_1,짧아,5.0,lC,high,Vowel,Jalp,a,Jalpa,0.0,,0.0,0.0,,lC+Vowel
,,,Jalda,lp-t,,,,,,,,,,873.0,19.0,2.0,563118.0,option_3,짧다,5.0,lC,high,Obstruent,Jalp,ta,Jalpta,1.0,,0.0,1.0,,lC+Obstruent
,,,Jalmna,lp-n,,,,,,,,,,874.0,11.0,7.0,563118.0,option_6,짧나,5.0,lC,high,Sonorant,Jalp,na,Jalpna,,1.0,0.0,0.0,0.0,lC+Sonorant
,,,Jikda,k-t,,,,,,,,,,875.0,91.0,62.0,563118.0,option_2,찍다,5.0,C,low,Obstruent,Jik,ta,Jikta,1.0,,,,,C+Obstruent
,,,Jikv,k-v,,,,,,,,,,876.0,145.0,23.0,563118.0,option_1,찍어,5.0,C,low,Vowel,Jik,v,Jikv,0.0,,,,,C+Vowel
,,,JiNna,k-n,,,,,,,,,,877.0,7.0,54.0,563118.0,option_1,찍나,5.0,C,low,Sonorant,Jik,na,Jikna,,1.0,,,,C+Sonorant
,,,CaNna,k-n,,,,,,,,,,878.0,31.0,89.0,563118.0,option_1,착나,1.0,C,nonce,Sonorant,Cak,na,Cakna,,1.0,,,,C+Sonorant
,,,Caka,k-a,,,,,,,,,,879.0,6.0,42.0,563118.0,option_1,착아,1.0,C,nonce,Vowel,Cak,a,Caka,0.0,,,,,C+Vowel
,,,Cakda,k-t,,,,,,,,,,880.0,21.0,76.0,563118.0,option_2,착다,1.0,C,nonce,Obstruent,Cak,ta,Cakta,1.0,,,,,C+Obstruent
,,,Tomna,p-n,,,,,,,,,,881.0,149.0,121.0,563118.0,option_1,톱나,1.0,C,nonce,Sonorant,Top,na,Topna,,1.0,,,,C+Sonorant
,,,Topda,p-t,,,,,,,,,,882.0,20.0,103.0,563118.0,option_2,톱다,1.0,C,nonce,Obstruent,Top,ta,Topta,1.0,,,,,C+Obstruent
,,,Topa,p-a,,,,,,,,,,883.0,71.0,93.0,563118.0,option_1,톱아,1.0,C,nonce,Vowel,Top,a,Topa,0.0,,,,,C+Vowel
,,,halna,lT-n,,,,,,,,,,884.0,66.0,71.0,563118.0,option_4,핥나,5.0,lC,low,Sonorant,halT,na,halTna,,0.0,0.0,1.0,0.0,lC+Sonorant
,,,halda,lT-t,,,,,,,,,,885.0,90.0,72.0,563118.0,option_3,핥다,5.0,lC,low,Obstruent,halT,ta,halTta,1.0,,0.0,1.0,,lC+Obstruent
,,,halTa,lT-a,,,,,,,,,,886.0,154.0,98.0,563118.0,option_1,핥아,5.0,lC,low,Vowel,halT,a,halTa,0.0,,0.0,0.0,,lC+Vowel
,,,hulda,lT-t,,,,,,,,,,887.0,15.0,18.0,563118.0,option_3,훑다,5.0,lC,low,Obstruent,hulT,ta,hulTta,1.0,,0.0,1.0,,lC+Obstruent
,,,hulna,lT-n,,,,,,,,,,888.0,30.0,153.0,563118.0,option_4,훑나,5.0,lC,low,Sonorant,hulT,na,hulTna,,0.0,0.0,1.0,0.0,lC+Sonorant
,,,hulTv,lT-v,,,,,,,,,,889.0,161.0,12.0,563118.0,option_1,훑어,5.0,lC,low,Vowel,hulT,v,hulTv,0.0,,0.0,0.0,,lC+Vowel
,,,kaNna,lk-n,,,,,,,,,,890.0,75.0,106.0,565631.0,option_1,갉나,5.0,lC,low,Sonorant,kalk,na,kalkna,,1.0,1.0,0.0,0.0,lC+Sonorant
,,,kakda,lk-t,,,,,,,,,,891.0,176.0,41.0,565631.0,option_4,갉다,5.0,lC,low,Obstruent,kalk,ta,kalkta,1.0,,1.0,0.0,,lC+Obstruent
,,,kalka,lk-a,,,,,,,,,,892.0,158.0,120.0,565631.0,option_1,갉아,5.0,lC,low,Vowel,kalk,a,kalka,0.0,,0.0,0.0,,lC+Vowel
,,,kvpda,P-t,,,,,,,,,,893.0,173.0,127.0,565631.0,option_2,겊다,1.0,C,nonce,Obstruent,kvP,ta,kvPta,1.0,,,,,C+Obstruent
,,,kvPv,P-v,,,,,,,,,,894.0,102.0,15.0,565631.0,option_1,겊어,1.0,C,nonce,Vowel,kvP,v,kvPv,0.0,,,,,C+Vowel
,,,kvmna,P-n,,,,,,,,,,895.0,101.0,154.0,565631.0,option_1,겊나,1.0,C,nonce,Sonorant,kvP,na,kvPna,,1.0,,,,C+Sonorant
,,,kyvlpv,lp-v,,,,,,,,,,896.0,13.0,135.0,565631.0,option_1,겳어,1.0,lC,nonce,Vowel,kjvlp,v,kjvlpv,0.0,,0.0,0.0,,lC+Vowel
,,,kyvpda,lp-t,,,,,,,,,,897.0,121.0,161.0,565631.0,option_4,겳다,1.0,lC,nonce,Obstruent,kjvlp,ta,kjvlpta,1.0,,1.0,0.0,,lC+Obstruent
,,,kyvmna,lp-n,,,,,,,,,,898.0,166.0,50.0,565631.0,option_1,겳나,1.0,lC,nonce,Sonorant,kjvlp,na,kjvlpna,,1.0,1.0,0.0,0.0,lC+Sonorant
,,,kukda,lk-t,,,,,,,,,,899.0,49.0,84.0,565631.0,option_4,굵다,5.0,lC,high,Obstruent,kulk,ta,kulkta,1.0,,1.0,0.0,,lC+Obstruent
,,,kuNna,lk-n,,,,,,,,,,900.0,74.0,148.0,565631.0,option_1,굵나,5.0,lC,high,Sonorant,kulk,na,kulkna,,1.0,1.0,0.0,0.0,lC+Sonorant
,,,kulkv,lk-v,,,,,,,,,,901.0,50.0,17.0,565631.0,option_1,굵어,5.0,lC,high,Vowel,kulk,v,kulkv,0.0,,0.0,0.0,,lC+Vowel
,,,kxkda,lk-t,,,,,,,,,,902.0,1.0,16.0,565631.0,option_4,긁다,5.0,lC,low,Obstruent,kxlk,ta,kxlkta,1.0,,1.0,0.0,,lC+Obstruent
,,,kxlkv,lk-v,,,,,,,,,,903.0,170.0,79.0,565631.0,option_1,긁어,5.0,lC,low,Vowel,kxlk,v,kxlkv,0.0,,0.0,0.0,,lC+Vowel
,,,kxNna,lk-n,,,,,,,,,,904.0,111.0,55.0,565631.0,option_1,긁나,5.0,lC,low,Sonorant,kxlk,na,kxlkna,,1.0,1.0,0.0,0.0,lC+Sonorant
,,,kxlPv,lP-v,,,,,,,,,,905.0,18.0,4.0,565631.0,option_1,긆어,1.0,lC,nonce,Vowel,kxlP,v,kxlPv,0.0,,0.0,0.0,,lC+Vowel
,,,kxpda,lP-t,,,,,,,,,,906.0,127.0,34.0,565631.0,option_4,긆다,1.0,lC,nonce,Obstruent,kxlP,ta,kxlPta,1.0,,1.0,0.0,,lC+Obstruent
,,,kxmna,lP-n,,,,,,,,,,907.0,130.0,107.0,565631.0,option_1,긆나,1.0,lC,nonce,Sonorant,kxlP,na,kxlPna,,1.0,1.0,0.0,0.0,lC+Sonorant
,,,nalka,lk-a,,,,,,,,,,908.0,133.0,38.0,565631.0,option_1,낡아,5.0,lC,high,Vowel,nalk,a,nalka,0.0,,0.0,0.0,,lC+Vowel
,,,naNna,lk-n,,,,,,,,,,909.0,153.0,73.0,565631.0,option_1,낡나,5.0,lC,high,Sonorant,nalk,na,nalkna,,1.0,1.0,0.0,0.0,lC+Sonorant
,,,nakda,lk-t,,,,,,,,,,910.0,154.0,68.0,565631.0,option_4,낡다,5.0,lC,high,Obstruent,nalk,ta,nalkta,1.0,,1.0,0.0,,lC+Obstruent
,,,nalpa,lp-a,,,,,,,,,,911.0,119.0,3.0,565631.0,option_1,낣아,1.0,lC,nonce,Vowel,nalp,a,nalpa,0.0,,0.0,0.0,,lC+Vowel
,,,napda,lp-t,,,,,,,,,,912.0,38.0,141.0,565631.0,option_4,낣다,1.0,lC,nonce,Obstruent,nalp,ta,nalpta,1.0,,1.0,0.0,,lC+Obstruent
