Unnamed: 0,Morphology_R,Production_R,UR,SR,simplify_delete_obstruent,simplify_delete_lateral,nasalize,lateralize,tensify,lexome1,lexome2,form,participant,frequency,origin,predicted,pred_correct,simplify_delete_obstruent.1,simplify_delete_lateral.1,nasalize.1,lateralize.1,tensify.1,neural_prediction,neural_correct_wrong
2462,cvp-na,cvpna,p-n,cvpna,,,0.0,,,cvp,na,cvpna,578698,high,dev,cvmna,no,,,1.0,,,ilkv,yes
2463,cvp-ta,cvpda,p-t,cvpda,,,,,1.0,cvp,ta,cvpda,578698,high,dev,cvpda,yes,,,,,1.0,ipda,no
2464,cik-na,ciNna,k-n,ciNna,,,1.0,,,cik,na,ciNna,578698,nonce,dev,ciNna,yes,,,1.0,,,ipv,yes
2465,cik-ta,cikda,k-t,cikda,,,,,1.0,cik,ta,cikda,578698,nonce,dev,cikda,yes,,,,,1.0,ipna,yes
2466,cik-v,cikv,k-v,cikv,,,,,0.0,cik,v,cikv,578698,nonce,dev,cikv,yes,,,,,0.0,cakna,no
2467,cilk-ta,cilkda,lk-t,cilkda,0.0,0.0,,,1.0,cilk,ta,cilkda,578698,nonce,dev,cilda,no,1.0,0.0,,0.0,1.0,cakda,no
2468,cilk-na,cilkna,lk-n,cilkna,0.0,0.0,0.0,0.0,,cilk,na,cilkna,578698,nonce,dev,ciNna,no,1.0,1.0,1.0,0.0,,cakga,no
2469,cilk-v,cikv,lk-v,cikv,0.0,1.0,,,0.0,cilk,v,cikv,578698,nonce,dev,cilkv,no,0.0,0.0,,0.0,0.0,cvkna,yes
2470,cip-na,cimna,p-n,cimna,,,1.0,,,cip,na,cimna,578698,high,dev,cimna,yes,,,1.0,,,cvkda,no
2471,cip-ta,cipda,p-t,cipda,,,,,1.0,cip,ta,cipda,578698,high,dev,cipda,yes,,,,,1.0,cvkv,yes
2472,Jalp-a,Jalpa,lp-a,Jalpa,0.0,0.0,,,0.0,Jalp,a,Jalpa,578698,high,dev,Jalpa,yes,0.0,0.0,,0.0,0.0,cvpda,yes
2473,Jalp-na,Jalna,lp-n,Jalna,1.0,0.0,0.0,0.0,,Jalp,na,Jalna,578698,high,dev,Jalmna,no,1.0,0.0,1.0,0.0,,cvpv,yes
2474,Jalp-ta,Jalpda,lp-t,Jalpda,0.0,0.0,,,1.0,Jalp,ta,Jalpda,578698,high,dev,Jalpda,yes,0.0,0.0,,0.0,1.0,cvpna,yes
2475,Jik-ta,Jikda,k-t,Jikda,,,,,1.0,Jik,ta,Jikda,578698,low,dev,Jikda,yes,,,,,1.0,cikv,yes
2476,Jik-v,Jikv,k-v,Jikv,,,,,0.0,Jik,v,Jikv,578698,low,dev,Jikv,yes,,,,,0.0,cikda,yes
2477,Jik-na,JiNna,k-n,JiNna,,,1.0,,,Jik,na,JiNna,578698,low,dev,JiNna,yes,,,1.0,,,cikna,no
2478,Cak-a,Caka,k-a,Caka,,,,,0.0,Cak,a,Caka,578698,nonce,dev,Caka,yes,,,,,0.0,cilkna,yes
2479,Cak-ta,Cakda,k-t,Cakda,,,,,1.0,Cak,ta,Cakda,578698,nonce,dev,Cakda,yes,,,,,1.0,cilkv,yes
2480,Cak-na,Cakna,k-n,Cakna,,,0.0,,,Cak,na,Cakna,578698,nonce,dev,CaNna,no,,,1.0,,,cilda,no
2481,Top-ta,Topda,p-t,Topda,,,,,1.0,Top,ta,Topda,578698,nonce,dev,Topda,yes,,,,,1.0,cipna,yes
2482,Top-a,Topa,p-a,Topa,,,,,0.0,Top,a,Topa,578698,nonce,dev,Topa,yes,,,,,0.0,cipda,no
2483,Top-na,Tomna,p-n,Tomna,,,1.0,,,Top,na,Tomna,578698,nonce,dev,Tomna,yes,,,1.0,,,cipv,yes
2484,halT-na,halTna,lT-n,halTna,0.0,0.0,0.0,0.0,,halT,na,halTna,578698,low,dev,halna,no,1.0,0.0,0.0,0.0,,Jalpna,yes
2485,halT-ta,halda,lT-t,halda,1.0,0.0,,,1.0,halT,ta,halda,578698,low,dev,halda,yes,1.0,0.0,,0.0,1.0,Jalpa,yes
2486,halT-a,halTa,lT-a,halTa,0.0,0.0,,,0.0,halT,a,halTa,578698,low,dev,halTa,yes,0.0,0.0,,0.0,0.0,Jalda,no
2487,hulT-v,hulTv,lT-v,hulTv,0.0,0.0,,,0.0,hulT,v,hulTv,578698,low,dev,hulTv,yes,0.0,0.0,,0.0,0.0,Jikna,no
2488,hulT-na,hulTna,lT-n,hulTna,0.0,0.0,0.0,0.0,,hulT,na,hulTna,578698,low,dev,hulna,no,1.0,0.0,0.0,0.0,,Jikv,yes
2489,hulT-ta,hulda,lT-t,hulda,1.0,0.0,,,1.0,hulT,ta,hulda,578698,low,dev,hulda,yes,1.0,0.0,,0.0,1.0,Jikda,no
1247,kalk-a,kalka,lk-a,kalka,0.0,0.0,,,0.0,kalk,a,kalka,581952,low,train,kalka,yes,0.0,0.0,,0.0,0.0,Caka,yes
1248,kalk-ta,kakda,lk-t,kakda,0.0,1.0,,,1.0,kalk,ta,kakda,581952,low,train,kalda,no,1.0,0.0,,0.0,1.0,Cakda,no
1249,kalk-na,kalna,lk-n,kalna,1.0,0.0,0.0,0.0,,kalk,na,kalna,581952,low,train,kalkna,no,0.0,0.0,0.0,0.0,,Cakna,no
1250,kvP-na,kvmna,P-n,kvmna,,,1.0,,,kvP,na,kvmna,581952,nonce,train,kvmna,yes,,,1.0,,,topda,no
1251,kvP-ta,kvpda,P-t,kvpda,,,,,1.0,kvP,ta,kvpda,581952,nonce,train,kvpda,yes,,,,,1.0,topna,no
1252,kvP-v,kvPv,P-v,kvPv,,,,,0.0,kvP,v,kvPv,581952,nonce,train,kvPv,yes,,,,,0.0,topa,no
1253,kjvlp-v,kyvpv,lp-v,kyvpv,0.0,1.0,,,0.0,kjvlp,v,kyvpv,581952,nonce,train,kyvlpv,no,1.0,0.0,,0.0,0.0,halga,no
1254,kjvlp-ta,kyvpda,lp-t,kyvpda,0.0,1.0,,,1.0,kjvlp,ta,kyvpda,581952,nonce,train,kyvlpda,no,1.0,0.0,,0.0,1.0,halpna,no
1255,kjvlp-na,kyvmna,lp-n,kyvmna,0.0,1.0,1.0,0.0,,kjvlp,na,kyvmna,581952,nonce,train,kyvlmna,no,1.0,0.0,1.0,0.0,,halda,yes
1256,kulk-ta,kulkda,lk-t,kulkda,0.0,0.0,,,1.0,kulk,ta,kulkda,581952,high,train,kulda,no,1.0,0.0,,0.0,1.0,hulkv,no
1257,kulk-v,kulkv,lk-v,kulkv,0.0,0.0,,,0.0,kulk,v,kulkv,581952,high,train,kulkv,yes,0.0,0.0,,0.0,0.0,hulpna,no
1258,kulk-na,kukna,lk-n,kukna,0.0,1.0,0.0,0.0,,kulk,na,kukna,581952,high,train,kuNna,no,1.0,1.0,1.0,0.0,,kalga,no
1259,kxlk-na,kxNna,lk-n,kxNna,0.0,1.0,1.0,0.0,,kxlk,na,kxNna,581952,low,train,kxNna,yes,1.0,1.0,1.0,0.0,,kalna,no
1260,kxlk-ta,kxkda,lk-t,kxkda,0.0,1.0,,,1.0,kxlk,ta,kxkda,581952,low,train,kxlkda,no,0.0,0.0,,0.0,1.0,kalda,no
1261,kxlk-v,kxlkv,lk-v,kxlkv,0.0,0.0,,,0.0,kxlk,v,kxlkv,581952,low,train,kxlkv,yes,0.0,0.0,,0.0,0.0,kvpdv,no
1262,kxlP-v,kxlPv,lP-v,kxlPv,0.0,0.0,,,0.0,kxlP,v,kxlPv,581952,nonce,train,kxlPv,yes,0.0,0.0,,0.0,0.0,kvpda,yes
1263,kxlP-ta,kxlPda,lP-t,kxlPda,0.0,0.0,,,1.0,kxlP,ta,kxlPda,581952,nonce,train,kxlPda,yes,0.0,0.0,,0.0,1.0,kvpna,no
1264,kxlP-na,kxpna,lP-n,kxpna,0.0,1.0,0.0,0.0,,kxlP,na,kxpna,581952,nonce,train,kxlmna,no,1.0,0.0,1.0,0.0,,kilvpv,no
1265,nalk-a,nalka,lk-a,nalka,0.0,0.0,,,0.0,nalk,a,nalka,581952,high,train,nalka,yes,0.0,0.0,,0.0,0.0,kilvpda,no
1266,nalk-na,naNna,lk-n,naNna,0.0,1.0,1.0,0.0,,nalk,na,naNna,581952,high,train,naNna,yes,1.0,1.0,1.0,0.0,,kvlpna,no
1267,nalk-ta,nalkda,lk-t,nalkda,0.0,0.0,,,1.0,nalk,ta,nalkda,581952,high,train,nalkda,yes,0.0,0.0,,0.0,1.0,kulna,no
1268,nalp-na,napna,lp-n,napna,0.0,1.0,0.0,0.0,,nalp,na,napna,581952,nonce,train,nalmna,no,1.0,0.0,1.0,0.0,,kulkv,yes
1269,nalp-ta,nalpda,lp-t,nalpda,0.0,0.0,,,1.0,nalp,ta,nalpda,581952,nonce,train,nalpda,yes,0.0,0.0,,0.0,1.0,kulda,no
1270,nalp-a,nalpa,lp-a,nalpa,0.0,0.0,,,0.0,nalp,a,nalpa,581952,nonce,train,nalpa,yes,0.0,0.0,,0.0,0.0,kxlda,no
1271,neT-na,nenna,T-n,nenna,,,1.0,,,neT,na,nenna,581952,nonce,train,nenna,yes,,,1.0,,,kxNna,yes
1272,neT-v,neTv,T-v,neTv,,,,,0.0,neT,v,neTv,581952,nonce,train,neTv,yes,,,,,0.0,kxlkv,yes
1273,neT-ta,netda,T-t,netda,,,,,1.0,neT,ta,netda,581952,nonce,train,netda,yes,,,,,1.0,kxlpna,no
1274,nvlp-na,nvpna,lp-n,nvpna,0.0,1.0,0.0,0.0,,nvlp,na,nvpna,581952,high,train,,no,1.0,1.0,0.0,0.0,,kxlda,no
1275,nvlp-ta,nvlpta,lp-t,nvlpta,0.0,0.0,,,0.0,nvlp,ta,nvlpta,581952,high,train,nvlda,no,1.0,0.0,,0.0,1.0,kxlpv,no
1276,nvlp-v,nvlpv,lp-v,nvlpv,0.0,0.0,,,0.0,nvlp,v,nvlpv,581952,high,train,nvlpv,yes,0.0,0.0,,0.0,0.0,nalnka,no
1277,nuk-na,nukna,k-n,nukna,,,0.0,,,nuk,na,nukna,581952,nonce,train,nuNna,no,,,1.0,,,nalda,no
1278,nuk-ta,nukda,k-t,nukda,,,,,1.0,nuk,ta,nukda,581952,nonce,train,nukda,yes,,,,,1.0,nalga,no
1279,nuk-v,nukv,k-v,nukv,,,,,0.0,nuk,v,nukv,581952,nonce,train,nukv,yes,,,,,0.0,nalpna,no
1280,nxlk-v,nxlkv,lk-v,nxlkv,0.0,0.0,,,0.0,nxlk,v,nxlkv,581952,high,train,nxlkv,yes,0.0,0.0,,0.0,0.0,nalpa,yes
1281,nxlk-ta,nxlkda,lk-t,nxlkda,0.0,0.0,,,1.0,nxlk,ta,nxlkda,581952,high,train,,no,1.0,1.0,,0.0,0.0,nalda,yes
1282,nxlk-na,nxNna,lk-n,nxNna,0.0,1.0,1.0,0.0,,nxlk,na,nxNna,581952,high,train,nxNna,yes,1.0,1.0,1.0,0.0,,netda,yes
1283,tvlp-na,tvpna,lp-n,tvpna,0.0,1.0,0.0,0.0,,tvlp,na,tvpna,581952,nonce,train,tvlmna,no,1.0,0.0,1.0,0.0,,netgv,no
1284,tvlp-v,tvpv,lp-v,tvpv,0.0,1.0,,,0.0,tvlp,v,tvpv,581952,nonce,train,tvlpv,no,0.0,0.0,,0.0,0.0,netda,no
1285,tvlp-ta,tvpda,lp-t,tvpda,0.0,1.0,,,1.0,tvlp,ta,tvpda,581952,nonce,train,tvlpda,no,0.0,0.0,,0.0,1.0,nvlpv,yes
1286,tok-na,toNna,k-n,toNna,,,1.0,,,tok,na,toNna,581952,nonce,train,toNna,yes,,,1.0,,,nvlpna,no
1287,tok-a,toka,k-a,toka,,,,,0.0,tok,a,toka,581952,nonce,train,toka,yes,,,,,0.0,nvlda,yes
1288,tok-ta,tokda,k-t,tokda,,,,,1.0,tok,ta,tokda,581952,nonce,train,tokda,yes,,,,,1.0,nukda,yes
1289,tup-v,tupv,p-v,tupv,,,,,0.0,tup,v,tupv,581952,nonce,train,tupv,yes,,,,,0.0,nukv,yes
1290,tup-ta,tupda,p-t,tupda,,,,,1.0,tup,ta,tupda,581952,nonce,train,tupda,yes,,,,,1.0,nukna,no
1291,tup-na,tumna,p-n,tumna,,,1.0,,,tup,na,tumna,581952,nonce,train,tumna,yes,,,1.0,,,nxlda,no
1292,txlk-ta,txlkda,lk-t,txlkda,0.0,0.0,,,1.0,txlk,ta,txlkda,581952,nonce,train,txkda,no,1.0,1.0,,0.0,1.0,nxNna,yes
1293,txlk-v,txlkv,lk-v,txlkv,0.0,0.0,,,0.0,txlk,v,txlkv,581952,nonce,train,txlkv,yes,0.0,0.0,,0.0,0.0,nxlkv,yes
1294,txlk-na,txNna,lk-n,txNna,0.0,1.0,1.0,0.0,,txlk,na,txNna,581952,nonce,train,txNna,yes,1.0,1.0,1.0,0.0,,tvlda,no
1295,dvlp-ta,dvlpta,lp-t,dvlpta,0.0,0.0,,,0.0,dvlp,ta,dvlpta,581952,low,train,dvlpda,no,0.0,0.0,,0.0,1.0,tvlpv,yes
1296,dvlp-na,dvlmna,lp-n,dvlmna,0.0,0.0,1.0,0.0,,dvlp,na,dvlmna,581952,low,train,dvlpna,no,0.0,0.0,0.0,0.0,,tvlpna,no
1297,dvlp-v,dvlpv,lp-v,dvlpv,0.0,0.0,,,0.0,dvlp,v,dvlpv,581952,low,train,dvlpv,yes,0.0,0.0,,0.0,1.0,tokda,yes
1298,mak-na,maNna,k-n,maNna,,,1.0,,,mak,na,maNna,581952,high,train,maNna,yes,,,1.0,,,toNna,yes
1299,mak-ta,makda,k-t,makda,,,,,1.0,mak,ta,makda,581952,high,train,makda,yes,,,,,1.0,tokga,no
1300,mak-a,maka,k-a,maka,,,,,0.0,mak,a,maka,581952,high,train,maka,yes,,,,,0.0,tupv,yes
1301,malk-a,malka,lk-a,malka,0.0,0.0,,,0.0,malk,a,malka,581952,high,train,malka,yes,0.0,0.0,,0.0,0.0,tupna,no
1302,malk-na,makna,lk-n,makna,0.0,1.0,0.0,0.0,,malk,na,makna,581952,high,train,malna,no,1.0,0.0,0.0,0.0,,tupda,yes
1303,malk-ta,makda,lk-t,makda,0.0,1.0,,,1.0,malk,ta,makda,581952,high,train,malkda,no,0.0,0.0,,0.0,1.0,txlkv,yes
1304,mvlk-na,mvNna,lk-n,mvNna,0.0,1.0,1.0,0.0,,mvlk,na,mvNna,581952,nonce,train,mvNna,yes,1.0,1.0,1.0,0.0,,txlkda,no
1305,mvlk-ta,mvlda,lk-t,mvlda,1.0,0.0,,,1.0,mvlk,ta,mvlda,581952,nonce,train,mvlda,yes,1.0,0.0,,0.0,1.0,txNna,yes
1306,mvlk-v,mvlkv,lk-v,mvlkv,0.0,0.0,,,0.0,mvlk,v,mvlkv,581952,nonce,train,mvlkv,yes,0.0,0.0,,0.0,0.0,dvlda,yes
1307,muk-na,muNna,k-n,muNna,,,1.0,,,muk,na,muNna,581952,low,train,muNna,yes,,,1.0,,,dvlpna,no
1308,muk-ta,mukda,k-t,mukda,,,,,1.0,muk,ta,mukda,581952,low,train,mukda,yes,,,,,1.0,dvlpv,yes
1309,muk-v,mukv,k-v,mukv,,,,,0.0,muk,v,mukv,581952,low,train,mukv,yes,,,,,0.0,maNna,yes
1310,mulk-v,mulkv,lk-v,mulkv,0.0,0.0,,,0.0,mulk,v,mulkv,581952,low,train,mulkv,yes,0.0,0.0,,0.0,0.0,makda,yes
1311,mulk-ta,mukda,lk-t,mukda,0.0,1.0,,,1.0,mulk,ta,mukda,581952,low,train,mulda,no,1.0,0.0,,0.0,1.0,maka,yes
1312,mulk-na,muNna,lk-n,muNna,0.0,1.0,1.0,0.0,,mulk,na,muNna,581952,low,train,muNna,yes,1.0,1.0,1.0,0.0,,malga,no
1313,pak-na,paNna,k-n,paNna,,,1.0,,,pak,na,paNna,581952,high,train,paNna,yes,,,1.0,,,malnka,no
1314,pak-a,paka,k-a,paka,,,,,0.0,pak,a,paka,581952,high,train,paka,yes,,,,,0.0,malkda,no
1315,pak-ta,pakda,k-t,pakda,,,,,1.0,pak,ta,pakda,581952,high,train,pakda,yes,,,,,1.0,mvkna,no
1316,palk-na,pakna,lk-n,pakna,0.0,1.0,0.0,0.0,,palk,na,pakna,581952,high,train,paNna,no,1.0,1.0,1.0,0.0,,mvlkda,no
1317,palk-a,palka,lk-a,palka,0.0,0.0,,,0.0,palk,a,palka,581952,high,train,palka,yes,0.0,0.0,,0.0,0.0,mvlkv,yes
1318,palk-ta,palda,lk-t,palda,1.0,0.0,,,1.0,palk,ta,palda,581952,high,train,palda,yes,1.0,0.0,,0.0,1.0,mukna,no
1319,palp-ta,palpda,lp-t,palpda,0.0,0.0,,,1.0,palp,ta,palpda,581952,high,train,palpda,yes,0.0,0.0,,0.0,1.0,mukda,yes
1320,palp-a,palpa,lp-a,palpa,0.0,0.0,,,0.0,palp,a,palpa,581952,high,train,palpa,yes,0.0,0.0,,0.0,0.0,mukv,yes
1321,palp-na,pamna,lp-n,pamna,0.0,1.0,1.0,0.0,,palp,na,pamna,581952,high,train,palmna,no,1.0,0.0,1.0,0.0,,mulkda,no
1322,peT-na,penna,T-n,penna,,,1.0,,,peT,na,penna,581952,low,train,penna,yes,,,1.0,,,mukna,no
1323,peT-ta,petda,T-t,petda,,,,,1.0,peT,ta,petda,581952,low,train,petda,yes,,,,,1.0,mulkv,yes
1324,peT-v,peTv,T-v,peTv,,,,,0.0,peT,v,peTv,581952,low,train,peTv,yes,,,,,0.0,paka,yes
1325,kvp-na,pvmna,p-n,pvmna,,,1.0,,,kvp,na,pvmna,581952,nonce,train,pvmna,yes,,,1.0,,,pakda,yes
1326,kvp-v,pvpv,p-v,pvpv,,,,,0.0,kvp,v,pvpv,581952,nonce,train,pvpv,yes,,,,,0.0,panka,no
1327,kvp-ta,pvpda,p-t,pvpda,,,,,1.0,kvp,ta,pvpda,581952,nonce,train,pvpda,yes,,,,,1.0,palka,yes
1328,pulk-na,puNna,lk-n,puNna,0.0,1.0,1.0,0.0,,pulk,na,puNna,581952,high,train,pukna,no,1.0,1.0,0.0,0.0,,palkna,no
1329,pulk-ta,pulkda,lk-t,pulkda,0.0,0.0,,,1.0,pulk,ta,pulkda,581952,high,train,pulda,no,1.0,0.0,,0.0,1.0,palda,no
1330,pulk-v,pulkv,lk-v,pulkv,0.0,0.0,,,0.0,pulk,v,pulkv,581952,high,train,pulkv,yes,0.0,0.0,,0.0,0.0,palda,no
1331,pulT-ta,putda,lT-t,putda,0.0,1.0,,,1.0,pulT,ta,putda,581952,nonce,train,pulda,no,1.0,0.0,,0.0,1.0,palpa,yes
1332,pulT-v,pulTv,lT-v,pulTv,0.0,0.0,,,0.0,pulT,v,pulTv,581952,nonce,train,pulTv,yes,0.0,0.0,,0.0,0.0,palpna,no
1333,pulT-na,putna,lT-n,putna,0.0,1.0,0.0,0.0,,pulT,na,putna,581952,nonce,train,pulna,no,1.0,0.0,0.0,0.0,,petda,yes
1334,bop-ta,bopda,p-t,bopda,,,,,1.0,bop,ta,bopda,581952,high,train,bopda,yes,,,,,1.0,petna,no
1335,bop-a,bopa,p-a,bopa,,,,,0.0,bop,a,bopa,581952,high,train,bopa,yes,,,,,1.0,petdv,no
1336,bop-na,bomna,p-n,bomna,,,1.0,,,bop,na,bomna,581952,high,train,bomna,yes,,,1.0,,,kvpda,no
1337,sok-na,sokna,k-n,sokna,,,0.0,,,sok,na,sokna,581952,low,train,soNna,no,,,1.0,,,kvpna,no
1338,sok-ta,sokda,k-t,sokda,,,,,1.0,sok,ta,sokda,581952,low,train,sokda,yes,,,,,1.0,kvpv,no
1339,sok-a,soka,k-a,soka,,,,,0.0,sok,a,soka,581952,low,train,soka,yes,,,,,0.0,pulda,no
1340,sulk-v,sulkv,lk-v,sulkv,0.0,0.0,,,0.0,sulk,v,sulkv,581952,nonce,train,sulkv,yes,0.0,0.0,,0.0,0.0,pulkv,yes
1341,sulk-na,sulna,lk-n,sulna,1.0,0.0,0.0,0.0,,sulk,na,sulna,581952,nonce,train,suNna,no,1.0,1.0,1.0,0.0,,pulkna,no
1342,sulk-ta,sukda,lk-t,sukda,0.0,1.0,,,1.0,sulk,ta,sukda,581952,nonce,train,sulkda,no,0.0,0.0,,0.0,1.0,pulkna,no
1343,sik-na,siNna,k-n,siNna,,,1.0,,,sik,na,siNna,581952,low,train,siNna,yes,,,1.0,,,pulda,no
1344,sik-v,sikv,k-v,sikv,,,,,0.0,sik,v,sikv,581952,low,train,sikv,yes,,,,,0.0,pulkv,no
1345,sik-ta,sikda,k-t,sikda,,,,,1.0,sik,ta,sikda,581952,low,train,sikda,yes,,,,,1.0,popna,no
1346,Svk-v,Svkv,k-v,Svkv,,,,,0.0,Svk,v,Svkv,581952,high,train,Svkv,yes,,,,,0.0,popapa,no
1347,Svk-na,SvNna,k-n,SvNna,,,1.0,,,Svk,na,SvNna,581952,high,train,SvNna,yes,,,1.0,,,popda,no
1348,Svk-ta,Svkta,k-t,Svkta,,,,,0.0,Svk,ta,Svkta,581952,high,train,Svkda,no,,,,,1.0,sokda,yes
1349,Sip-na,Simna,p-n,Simna,,,1.0,,,Sip,na,Simna,581952,high,train,Simna,yes,,,1.0,,,*soNa,no
1350,Sip-ta,Sipda,p-t,Sipda,,,,,1.0,Sip,ta,Sipda,581952,high,train,Sipda,yes,,,,,1.0,sokga,no
1351,Sip-v,Sipv,p-v,Sipv,,,,,0.0,Sip,v,Sipv,581952,high,train,Sipv,yes,,,,,0.0,sulkv,yes
1352,alk-a,alka,lk-a,alka,0.0,0.0,,,0.0,alk,a,alka,581952,nonce,train,alka,yes,,0.0,,0.0,0.0,*sumna,no
1353,alk-na,akna,lk-n,akna,0.0,1.0,0.0,0.0,,alk,na,akna,581952,nonce,train,alkna,no,,0.0,0.0,0.0,,sulkda,no
1354,alk-ta,alkda,lk-t,alkda,0.0,0.0,,,1.0,alk,ta,alkda,581952,nonce,train,alkda,yes,,0.0,,0.0,1.0,sikna,no
1355,yalp-ta,yalpda,lp-t,yalpda,0.0,0.0,,,1.0,yalp,ta,yalpda,581952,low,train,yalpda,yes,0.0,0.0,,0.0,1.0,sikda,yes
1356,yalp-na,yapna,lp-n,yapna,0.0,1.0,0.0,0.0,,yalp,na,yapna,581952,low,train,yalmna,no,1.0,0.0,1.0,0.0,,sikv,yes
1357,yalp-a,yalpa,lp-a,yalpa,0.0,0.0,,,0.0,yalp,a,yalpa,581952,low,train,yalpa,yes,0.0,0.0,,0.0,0.0,svkda,no
1358,yaT-na,yanna,T-n,yanna,,,1.0,,,yaT,na,yanna,581952,low,train,yanna,yes,,,1.0,,,svkgv,no
1359,yaT-a,yaTa,T-a,yaTa,,,,,0.0,yaT,a,yaTa,581952,low,train,yaTa,yes,,,,,0.0,*svkga,no
1360,yaT-ta,yatda,T-t,yatda,,,,,1.0,yaT,ta,yatda,581952,low,train,yatda,yes,,,,,1.0,sipda,no
1361,vlk-na,vkna,lk-n,vkna,0.0,1.0,0.0,0.0,,vlk,na,vkna,581952,low,train,vNna,no,,1.0,1.0,0.0,,sipv,no
1362,vlk-ta,vkda,lk-t,vkda,0.0,1.0,,,1.0,vlk,ta,vkda,581952,low,train,vlkda,no,,0.0,,0.0,1.0,*sipna,no
1363,vlk-v,vlkv,lk-v,vlkv,0.0,0.0,,,0.0,vlk,v,vlkv,581952,low,train,vlkv,yes,,0.0,,0.0,0.0,alna,no
1364,vp-na,vmna,p-n,vmna,,,1.0,,,vp,na,vmna,581952,low,train,vmna,yes,,,1.0,,,alda,no
1365,vp-v,vpv,p-v,vpv,,,,,0.0,vp,v,vpv,581952,low,train,vpv,yes,,,,,0.0,alga,no
1366,vp-ta,vpda,p-t,vpda,,,,,1.0,vp,ta,vpda,581952,low,train,vpda,yes,,,,,1.0,yalpna,no
1367,vP-ta,vpda,P-t,vpda,,,,,1.0,vP,ta,vpda,581952,low,train,vpda,yes,,,,,1.0,yalpa,yes
1368,vP-na,vmna,P-n,vmna,,,1.0,,,vP,na,vmna,581952,low,train,vmna,yes,,,1.0,,,yalda,yes
1369,vP-v,vPv,P-v,vPv,,,,,0.0,vP,v,vPv,581952,low,train,vPv,yes,,,,,0.0,yatda,yes
1370,yvlp-na,jvpna,lp-n,jvpna,0.0,1.0,0.0,0.0,,yvlp,na,jvpna,581952,low,train,jvlpna,no,1.0,0.0,0.0,0.0,,yatda,no
1371,yvlp-ta,jvpda,lp-t,jvpda,0.0,1.0,,,1.0,yvlp,ta,jvpda,581952,low,train,jvlpda,no,1.0,0.0,,0.0,1.0,yaNna,no
1372,yvlp-v,jvlpv,lp-v,jvlpv,0.0,0.0,,,0.0,yvlp,v,jvlpv,581952,low,train,jvlpv,yes,1.0,0.0,,0.0,0.0,vlda,no
1373,yvT-na,jvnna,T-n,jvnna,,,1.0,,,yvT,na,jvnna,581952,low,train,jvnna,yes,,,1.0,,,vlkna,no
1374,yvT-ta,jvtda,T-t,jvtda,,,,,1.0,yvT,ta,jvtda,581952,low,train,jvtda,yes,,,,,1.0,vlkv,yes
1375,yvT-v,jvTv,T-v,jvTv,,,,,0.0,yvT,v,jvTv,581952,low,train,jvTv,yes,,,,,0.0,vpv,yes
1376,up-v,upv,p-v,upv,,,,,0.0,up,v,upv,581952,nonce,train,upv,yes,,,,,0.0,vpan,no
1377,up-na,umna,p-n,umna,,,1.0,,,up,na,umna,581952,nonce,train,umna,yes,,,1.0,,,vpda,yes
1378,up-ta,upda,p-t,upda,,,,,1.0,up,ta,upda,581952,nonce,train,upda,yes,,,,,1.0,vpda,yes
1379,xlP-ta,xpda,lP-t,xpda,0.0,1.0,,,1.0,xlP,ta,xpda,581952,low,train,xlPda,no,,0.0,,0.0,1.0,vpv,no
1380,xlP-na,xmna,lP-n,xmna,0.0,1.0,1.0,0.0,,xlP,na,xmna,581952,low,train,xPna,no,,1.0,0.0,0.0,,vpna,no
1381,xlP-v,xlPv,lP-v,xlPv,0.0,0.0,,,0.0,xlP,v,xlPv,581952,low,train,xlPv,yes,,0.0,,0.0,0.0,yvlpv,no
1382,ik-v,ikv,k-v,ikv,,,,,0.0,ik,v,ikv,581952,low,train,ikv,yes,,,,,0.0,yvlda,no
1383,ik-ta,ikda,k-t,ikda,,,,,1.0,ik,ta,ikda,581952,low,train,ikda,yes,,,,,1.0,yvlpna,no
1384,ik-na,iNna,k-n,iNna,,,1.0,,,ik,na,iNna,581952,low,train,iNna,yes,,,1.0,,,yvtda,no
1385,ilk-na,iNna,lk-n,iNna,0.0,1.0,1.0,0.0,,ilk,na,iNna,581952,high,train,iNna,yes,,1.0,1.0,0.0,,yvtdv,no
1386,ilk-v,ilkv,lk-v,ilkv,0.0,0.0,,,0.0,ilk,v,ilkv,581952,high,train,ilkv,yes,,0.0,,0.0,0.0,yvtda,no
1387,ilk-ta,ikda,lk-t,ikda,0.0,1.0,,,1.0,ilk,ta,ikda,581952,high,train,ikda,yes,,1.0,,0.0,1.0,upna,yes
1388,ip-na,imna,p-n,imna,,,1.0,,,ip,na,imna,581952,high,train,imna,yes,,,1.0,,,upv,yes
1389,ip-v,ipv,p-v,ipv,,,,,0.0,ip,v,ipv,581952,high,train,ipv,yes,,,,,0.0,upda,yes
1390,ip-ta,ipda,p-t,ipda,,,,,1.0,ip,ta,ipda,581952,high,train,ipda,yes,,,,,1.0,xNna,no
1391,cak-a,caka,k-a,caka,,,,,0.0,cak,a,caka,581952,high,train,caka,yes,,,,,0.0,xlpv,no
1392,cvk-na,cvNna,k-n,cvNna,,,1.0,,,cvk,na,cvNna,581952,high,train,cvNna,yes,,,1.0,,,xlda,no
1393,cvk-ta,cvkda,k-t,cvkda,,,,,1.0,cvk,ta,cvkda,581952,high,train,cvkda,yes,,,,,1.0,ikna,no
